estado,"a0=(0, 0, 0, 0)","a1=(0, 0, 0, 1)","a2=(0, 0, 0, 2)","a3=(0, 0, 1, 0)","a4=(0, 0, 1, 1)","a5=(0, 0, 1, 2)","a6=(0, 0, 2, 0)","a7=(0, 0, 2, 1)","a8=(0, 0, 2, 2)","a9=(0, 1, 0, 0)","a10=(0, 1, 0, 1)","a11=(0, 1, 0, 2)","a12=(0, 1, 1, 0)","a13=(0, 1, 1, 1)","a14=(0, 1, 1, 2)","a15=(0, 1, 2, 0)","a16=(0, 1, 2, 1)","a17=(0, 1, 2, 2)","a18=(0, 2, 0, 0)","a19=(0, 2, 0, 1)","a20=(0, 2, 0, 2)","a21=(0, 2, 1, 0)","a22=(0, 2, 1, 1)","a23=(0, 2, 1, 2)","a24=(0, 2, 2, 0)","a25=(0, 2, 2, 1)","a26=(0, 2, 2, 2)","a27=(1, 0, 0, 0)","a28=(1, 0, 0, 1)","a29=(1, 0, 0, 2)","a30=(1, 0, 1, 0)","a31=(1, 0, 1, 1)","a32=(1, 0, 1, 2)","a33=(1, 0, 2, 0)","a34=(1, 0, 2, 1)","a35=(1, 0, 2, 2)","a36=(1, 1, 0, 0)","a37=(1, 1, 0, 1)","a38=(1, 1, 0, 2)","a39=(1, 1, 1, 0)","a40=(1, 1, 1, 1)","a41=(1, 1, 1, 2)","a42=(1, 1, 2, 0)","a43=(1, 1, 2, 1)","a44=(1, 1, 2, 2)","a45=(1, 2, 0, 0)","a46=(1, 2, 0, 1)","a47=(1, 2, 0, 2)","a48=(1, 2, 1, 0)","a49=(1, 2, 1, 1)","a50=(1, 2, 1, 2)","a51=(1, 2, 2, 0)","a52=(1, 2, 2, 1)","a53=(1, 2, 2, 2)","a54=(2, 0, 0, 0)","a55=(2, 0, 0, 1)","a56=(2, 0, 0, 2)","a57=(2, 0, 1, 0)","a58=(2, 0, 1, 1)","a59=(2, 0, 1, 2)","a60=(2, 0, 2, 0)","a61=(2, 0, 2, 1)","a62=(2, 0, 2, 2)","a63=(2, 1, 0, 0)","a64=(2, 1, 0, 1)","a65=(2, 1, 0, 2)","a66=(2, 1, 1, 0)","a67=(2, 1, 1, 1)","a68=(2, 1, 1, 2)","a69=(2, 1, 2, 0)","a70=(2, 1, 2, 1)","a71=(2, 1, 2, 2)","a72=(2, 2, 0, 0)","a73=(2, 2, 0, 1)","a74=(2, 2, 0, 2)","a75=(2, 2, 1, 0)","a76=(2, 2, 1, 1)","a77=(2, 2, 1, 2)","a78=(2, 2, 2, 0)","a79=(2, 2, 2, 1)","a80=(2, 2, 2, 2)"
c=B dc=+ h=M dh=- L=A dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6801,0.0000,0.0000,0.0000,7.6822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=- L=A dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0794,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=- L=A dL=+ preo=B,0.0000,6.5288,0.0000,9.3928,12.1062,11.9456,10.5277,6.2953,0.0000,6.7291,5.4784,0.0000,6.4109,5.3526,11.3783,9.4051,9.6415,12.1815,7.1509,0.0000,7.1790,11.4219,11.2248,7.4724,5.0948,6.6149,0.0000,6.7836,11.8125,0.0000,13.6984,8.1367,5.8982,11.9274,8.2710,6.4759,10.8597,10.5783,9.9727,0.0000,6.0081,11.0811,0.0000,5.8863,0.0000,10.6135,9.7030,0.0000,7.0005,7.4907,8.0159,14.0567,6.5601,10.5350,13.1384,12.8179,9.8336,14.7172,10.3989,0.0000,0.0000,0.0000,10.1668,0.0000,7.3490,0.0000,7.9472,0.0000,7.8889,0.0000,0.0000,11.6605,0.0000,0.0000,0.0000,9.1896,8.0136,7.4598,7.4598,13.9368,6.7397
c=B dc=+ h=M dh=- L=A dL=+ preo=M,5.6726,7.0897,0.0000,0.0000,-0.1887,8.6278,5.3629,6.6706,5.5896,0.0000,0.0000,0.0000,6.4015,5.2257,6.4291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1405,6.9623,0.0000,5.4202,5.5567,0.0000,0.0000,7.3479,4.5307,7.2154,0.0000,0.0000,0.0000,12.8918,5.8336,0.0000,0.0000,0.0000,5.6807,6.6721,0.0000,4.8855,1.4273,0.0000,0.0000,5.8080,6.6176,0.0000,6.2203,0.0000,6.0174,0.0000,0.0000,0.0000,0.0000,5.6178,0.0000,0.0000,4.7613,0.0000,0.0000,-0.4136,7.8885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7506,7.4222,0.0000,11.2333,9.8050,0.0000,0.0000,0.0000,9.8729,6.6437,0.0000
c=B dc=+ h=M dh=- L=A dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6608,0.0000,0.0000,7.1537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4993,8.2056,0.0000,0.0000,0.0000,11.2820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2607,4.1232,4.2721,0.0000,0.0000,6.4667,0.0000,0.0000,6.6216,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=B dL=- preo=B,13.1387,14.5261,14.0848,14.4153,13.3340,12.1186,14.9344,12.6658,13.1609,14.1578,14.5986,13.4763,14.4274,14.1080,14.6172,14.5060,13.4606,14.0387,14.6431,13.4365,14.8844,14.2972,14.4456,14.7239,13.0973,13.7942,14.9969,14.6829,13.4498,14.4085,14.2374,13.6686,14.5201,14.1842,13.5152,14.2186,14.0355,14.0510,13.5991,13.8890,14.6100,13.3289,13.4643,14.5913,14.8440,14.2535,14.3527,13.8031,12.8636,14.5128,14.7888,15.0418,15.1345,14.7472,13.7924,14.4288,14.4285,13.2948,12.9751,12.9425,13.9859,14.9673,14.5240,13.3250,14.5553,13.2305,13.9253,14.9156,14.9248,15.1353,15.0850,14.6562,14.2799,14.8523,14.7598,14.4997,15.0802,14.9085,15.4821,15.0209,14.5353
c=B dc=+ h=M dh=0 L=B dL=- preo=M,0.0000,0.0000,0.0000,-0.1797,3.3435,-0.6580,0.0000,3.2141,5.0865,4.8345,0.0000,-0.3288,0.0000,0.0000,0.0000,-0.0505,4.8705,-0.8729,0.0000,0.0000,6.3830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9830,0.0000,0.0000,-0.1002,7.7704,5.0800,4.4229,0.0000,0.0000,0.0000,4.0918,0.0000,-0.6441,4.5845,0.0000,0.0000,0.0000,0.0000,-0.6439,0.0000,0.0000,0.0000,0.0000,0.0000,5.6758,0.0000,0.0000,0.0000,-0.2341,0.0000,4.3976,0.0000,0.0000,0.0000,5.4600,0.0000,0.0000,0.0000,5.6184,-0.3774,0.0000,0.0000,6.0535,10.5886,0.0000,0.0000,0.0000,4.5005,12.7234,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=B dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0735,3.9282,0.0000,3.3857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6684,3.3766,-0.8330
c=B dc=+ h=M dh=0 L=B dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5252,0.0000,0.0000,0.0000,0.0000,0.0000,5.8212,0.0000,0.0000,0.0000,0.0000,6.7750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9106,0.0000,0.0000,0.0000,5.8940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1634
c=B dc=+ h=M dh=0 L=B dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7660,0.0000,0.0000,0.0000,0.0000,3.4755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0089,-0.1096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6400,0.0000,-0.5170,0.0000,0.0000,0.0000,0.0000,-0.8922,0.0000,0.0000,-1.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5770
c=B dc=+ h=M dh=0 L=B dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=B dL=+ preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.2707,7.5088,0.0000,0.0000,0.0000,0.0000,6.6341,0.0000,0.0000,0.0000,0.0000,0.0000,4.2630,0.0000,0.0000,6.8833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6859,0.0000,0.0000,0.0000,0.0000,6.3233,0.0000,0.0000,0.0000,0.0000,7.1508,0.0000,0.0000,0.0000,0.0000,0.0000,7.6524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=B dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.6757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=B dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=- preo=B,0.0000,6.8742,6.4406,0.0000,0.0000,8.6724,14.8082,0.0000,0.0000,0.0000,12.0577,0.0000,5.8228,6.6496,0.0000,2.4242,0.0000,0.0000,7.4826,10.9046,11.5257,0.0000,9.6663,6.9034,6.8050,0.0000,6.8688,4.3171,-0.1428,0.0000,10.2021,0.0000,7.5569,6.2623,5.6276,0.0000,0.0000,0.0000,0.0000,9.5598,0.0000,8.4830,0.0000,0.0000,0.0000,3.9960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7044,6.7969,3.0092,0.0000,0.0000,10.9624,6.6485,0.0000,0.0000,0.0000,7.2985,0.0000,0.0000,4.9468,9.8366,0.0000,8.0200,7.0372,6.4092,0.0000,7.2333,6.3627,3.3282,0.0000,0.0000,0.0000,5.6903,7.2947,0.0000
c=B dc=+ h=M dh=0 L=M dL=- preo=M,0.0000,0.0000,5.2785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7582,0.0000,-0.5977,0.0000,0.0000,-0.6237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1026,0.0000,0.0000,4.3450,4.9882,4.6676,0.0000,-0.6372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5957,3.9768,0.0000,0.0000,0.0000,-0.7548,0.0000,0.0000,3.7106,0.0000,6.9654,0.0000,0.0000,0.0000,0.0000,6.1481,0.0000,-0.1479,0.0000,0.0000,5.0793,4.8659,7.0655,-0.6520,0.0000,0.0000,0.0000,-0.3385,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=- preo=A,10.3220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=0 preo=B,11.5875,0.0000,0.0000,6.7980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2623,0.0000,5.8001,0.0000,0.0000,0.0000,-0.7160,0.0000,4.8885,0.0000,0.0000,0.0000,6.8956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3113,0.0000,0.0000,-0.4218,0.0000,0.0000,0.0000,0.0000,0.0000,7.6058,0.0000,6.5978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2238,0.0000,14.3029,0.0000,6.7308,0.0000,0.0000,0.0000,0.0000,7.0435,0.0000,0.0000,0.0000,0.0000,5.3551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,4.3817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2539,0.0000,0.0000,-0.5230,0.0000,0.0000,2.7135,0.0000,0.0000,-0.4421,0.0000,0.0000,0.0000,0.0000,0.0000,12.4486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=+ preo=B,0.0000,0.0000,11.7013,0.0000,0.0000,0.0000,11.0845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5014,3.6478,10.9934,0.0000,5.9631,0.0000,0.0000,0.0000,7.3335,5.9666,2.6977,10.9231,5.9737,0.0000,6.6242,0.0000,0.0000,0.0000,6.8743,-0.7705,9.2548,0.0000,0.0000,6.1394,7.3039,7.3870,0.0000,0.0000,0.0000,10.9903,0.0000,-1.0198,0.0000,0.0000,7.6073,0.0000,11.9878,7.3426,0.0000,7.4690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7831,0.0000,0.0000,0.0000,0.0000,7.0393,6.7963,7.4040,7.5245,10.5019,0.0000,0.0000,7.2271,0.0000,0.0000,4.5206,0.0000,0.0000,6.8080,7.4097,0.0000,7.2248
c=B dc=+ h=M dh=0 L=M dL=+ preo=M,0.0000,-0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.4884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=+ h=M dh=0 L=M dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
